episode,return
1,-186.0076863461873
2,-77.93926068849233
3,-183.8346446752573
4,-7.313247923028619
5,-13.740355039293831
6,-52.98722895873041
7,-167.08811243165837
8,-181.52780539767704
9,-180.0655761883633
10,-115.70075781037123
11,-176.49262599743471
12,-62.792267767785795
13,-27.580698436527072
14,-103.45783628754675
15,-80.70231746323391
16,-121.1917981300874
17,-162.96240978129597
18,-175.0767558855186
19,-73.9953517368524
20,-162.8688775061099
21,-179.3379512905821
22,50.48364086922939
23,-117.052052826851
24,-165.0172229212003
25,-53.71079409462986
26,-182.74766267829838
27,-28.154677179516735
28,-45.56974930553264
29,-171.6453064955335
30,-172.8309672814537
31,-176.53184538160676
32,-165.7691643193998
33,-176.7619753192349
34,-23.775662465549633
35,-131.38912796799022
36,-104.22753511604719
37,-70.83012160961607
38,-173.49606472049197
39,-181.23586645955294
40,-174.4196207434895
41,-169.72338305197601
42,-116.71564461021967
43,51.93650472950942
44,-185.07646832516778
45,-12.936746935569701
46,-26.66656271099542
47,-7.926165164220507
48,-28.980562479251873
49,-194.6332661145164
50,-69.31078879614239
51,-16.238573467975428
52,-3.3377364907961677
53,-112.1255433888732
54,-21.998231153194006
55,-134.29537184392166
56,-173.1405932668953
57,-63.710567693677014
58,-8.858348482949282
59,-66.78212431183572
60,-170.9334650162582
61,-34.01142463809237
62,43.48589202602676
63,-18.01032100178024
64,-67.67054054007237
65,-67.24198830230046
66,-69.29273653129015
67,-62.55607032391103
68,-61.636993450254366
69,-64.400034995383
70,-18.504233916139576
71,-66.25430251633856
72,-64.26479018530867
73,-75.8768927054362
74,-67.36561283826107
75,-67.1869645726047
76,-22.880892609312273
77,-60.5424819038619
78,-13.728075348013782
79,-20.529689953120347
80,-70.77902628070393
81,-16.3444810956238
82,-20.24681741760129
83,-15.587141874828852
84,-63.35278732357682
85,-67.63883328409963
86,-16.08900521050756
87,-19.414760525556964
88,-11.670949895944375
89,-73.75024443212351
90,-15.09085546198579
91,-68.3105783887112
92,-63.60060778808011
93,-69.42983900229366
94,-63.83022780972199
95,-64.58968847338089
96,-65.77210631204295
97,-66.62410936230793
98,-17.516978536073978
99,-68.34832578966135
100,-63.926336713088894
101,-22.65303391926652
102,-65.70020226830634
103,-69.59839849797035
104,-66.11297297265698
105,-72.62051268947444
106,-73.1166248944868
107,-15.805880976863143
108,-61.810708119943925
109,-61.53667737535527
110,-67.54771410190295
111,-66.09999129862342
112,-68.52994371746934
113,-64.94689533909823
114,-65.02804365841483
115,-15.258728746945678
116,-65.07775656000038
117,-76.23674919145759
118,-69.38821481895947
119,-68.49097274138326
120,-14.064091767041987
121,-68.77630072439632
122,-64.21393331651346
123,-65.80318034628348
124,-67.41698517222353
125,-8.803606852047231
126,-60.86723029200543
127,-65.60506948150383
128,-67.87746358333372
129,-63.10253705127147
130,-66.34085709081087
131,-13.006253415088338
132,-64.54466909394638
133,-64.378142665325
134,-66.47577504322288
135,-63.53552135816615
136,-21.50260522754338
137,-11.094209165497986
138,-12.447410281595687
139,-69.00950509072698
140,-62.00919587024402
141,-68.90206966466117
142,-64.1742761066262
143,-7.079862677071162
144,-27.670847068456673
145,-7.916166188671564
146,-69.71855267106224
147,-67.56727818973401
148,-66.38613091221966
149,-65.76990993020861
150,-25.91532664214196
151,-67.92893639648827
152,-64.56212592498835
153,-17.700267083013188
154,-19.787984814605885
155,-63.11843059812665
156,-20.888874152855983
157,-67.21936104103494
158,-74.24642298439056
159,-82.66481968468798
160,-68.73894457660418
161,-78.23585890607458
162,-83.57201897992921
163,-72.97291819813981
164,-69.45667939033166
165,-71.58184488256889
166,-85.02361501026624
167,-71.14501164793607
168,-71.49574732596497
169,-61.98119847465988
170,-68.72253476066584
171,-67.28353144042435
172,-72.56990169458457
173,-60.74382594175428
174,-65.22698300016889
175,-72.08125440105357
176,-72.81427283991873
177,-68.6555306853712
178,-22.26117995388184
179,-70.81606180296703
180,-66.63130203071624
181,-67.04437155049717
182,-68.5182995198943
183,-76.06849136065372
184,-69.76426027965323
185,-71.78925752304728
186,-67.95175416922092
187,-67.55146228115593
188,-69.66292641205726
189,-67.36408142857958
190,-63.56080396010544
191,-72.38191766623927
192,-65.24082967473757
193,-64.87383274908215
194,-67.85285488029909
195,-70.80634505132383
196,-64.49277464794196
197,-65.11174555993597
198,-21.01681388965476
199,-63.70049604924304
200,-70.69213209277333
201,-12.506124451756222
202,-22.423127027941693
203,-62.62228051334305
204,-70.00850486211777
205,-68.437235491256
206,-66.61700841611295
207,-70.55456200456763
208,-60.190166153796795
209,-22.26621424638664
210,-17.901565522828317
211,-66.96864409290124
212,-13.175074552363995
213,-64.5835856183349
214,-66.02558152529333
215,-66.34438326749806
216,-63.26409293408837
217,-21.353249000937605
218,-67.63573601412908
219,-68.31218092075811
220,-63.38387031350875
221,-63.813297744792955
222,-9.102494004495263
223,-12.387407622815694
224,-12.7901934063159
225,-17.153596070038127
226,-14.803979563025479
227,-62.33982163937051
228,-15.624246369948445
229,-65.91019175611396
230,-13.466271556263983
231,-12.08843310875286
232,-9.186586805115958
233,-19.332878357618483
234,-8.668625477654253
235,-5.767120687627873
236,-8.322412955474853
237,-6.768532662019993
238,-9.47059810418834
239,-15.66569023517711
240,-8.339808933791517
241,-10.803166707954567
242,-10.46237131109742
243,-59.95385218286831
244,-66.00210022766663
245,-60.82819784668622
246,-65.80609648547151
247,-58.954544608714464
248,-60.433611246381474
249,-58.53166162198802
250,-5.339127618542491
251,-3.7407466962800484
252,-1.607587613067139
253,101.28861009527239
254,-3.7394109082632454
255,-60.944014072186775
256,-8.446569516776052
257,53.88474781844491
258,-2.838052771537825
259,52.33048017983947
260,-3.6604059664385105
261,-7.4648545047971595
262,-58.909005618710296
263,-5.939918197627549
264,108.74751695913791
265,-62.395599908832665
266,-6.460725562988763
267,-2.4101498438203706
268,-13.40619413638408
269,-67.08942666889507
270,-6.256257428880382
271,-66.0817306628056
272,-61.10786852304044
273,48.559440829029036
274,-64.26243822860661
275,-1.7356221936027652
276,-2.21527994555737
277,106.3041876057094
278,49.99817918042896
279,-61.16209270959348
280,-59.83517606766715
281,-7.233683393671775
282,107.92224032296375
283,52.06749012832945
284,-3.9624382568380483
285,-10.119013963491348
286,-9.189781853252441
287,-7.901989070979177
288,-7.709490859894849
289,-11.600731981876073
290,-5.138744076908779
291,103.56295160385429
292,-4.173173977754978
293,-5.935597565998371
294,-8.37929255233982
295,-12.111877192212305
296,-65.56171197837953
297,-1.1994190189360268
298,-6.331511251263123
299,-2.615510393458379
300,-4.985262903877349
301,-5.365108096112735
302,-60.325277890590485
303,-5.669026807846137
304,-8.06055733295321
305,-6.045191141359048
306,0.28012029399850036
307,-4.517071146949391
308,-2.732856276846988
309,53.26240632883715
310,49.89540115282815
311,-10.006632523606505
312,53.92915484240949
313,-1.9785821553327665
314,-2.176558839834179
315,-59.57528320285803
316,104.9015813293233
317,105.45739771600108
318,53.66217597937558
319,103.11256678172285
320,46.283493770517
321,416.51872463952736
322,112.16190611352567
323,420.5577089313988
324,416.6605475161582
325,416.75213613743176
326,412.93044946954444
327,416.0215649814937
328,424.2049079882897
329,412.02050970161685
330,417.5112028975617
331,419.7480243036322
332,423.1687197350932
333,419.84361284459897
334,421.04855808393245
335,418.8160893036468
336,55.42269104069638
337,159.4320649163414
338,166.03524733767102
339,156.67599640965315
340,415.53383154470214
341,421.85005968808264
342,418.0344211067269
343,418.2662174303491
344,421.0623749343041
345,421.7849061581021
346,423.23387639759653
347,422.4381290921347
348,418.36617484322824
349,421.46508143528763
350,421.18390912136874
351,416.92111967493935
352,418.9460319012097
353,416.94977116040087
354,422.83351292928154
355,422.5602016978171
356,422.058895681178
357,419.1586869077656
358,423.10201733632175
359,426.18559492377335
360,420.19096563156097
361,420.6028392074661
362,423.96486725992276
363,416.4672426578775
364,419.88339171034625
365,425.19137917225703
366,419.28084087783293
367,421.6562845457686
368,416.4107837506347
369,418.64833622450766
370,160.89244942264065
371,419.4275245915609
372,110.5204962419075
373,417.32370538510924
374,-11.06287855279475
375,420.3952109048041
376,418.17336571956196
377,416.5866820849702
378,423.9626316283802
379,425.4569627295492
380,420.95448629694454
381,424.7676419026226
382,425.2925632737206
383,416.7000314818481
384,422.22878657114234
385,418.7069735591752
386,417.74980028164356
387,419.1486172365636
388,420.271986481843
389,423.051295999211
390,420.8535651043875
391,412.8856846898303
392,420.55917200042416
393,418.68668722888964
394,422.39875813030636
395,424.7358014158102
396,421.10032901693154
397,424.79075386107195
398,417.9652758129042
399,424.77018172117926
400,418.0142222173877
401,425.35782374610255
402,419.06067134523255
403,425.13585482676206
404,420.760504001423
405,420.15329275191937
406,417.5420842983191
407,421.67267009031406
408,421.6544188629971
409,420.50342272502917
410,425.3621989450497
411,418.2034263278174
412,424.9339862612286
413,416.5495552030884
414,421.06421293037914
415,423.021509037987
416,423.96460111406896
417,421.0419801710331
418,419.41055488721986
419,421.83744665769586
420,419.1375406313776
421,425.0097457689427
422,419.69213157079196
423,419.98304959275674
424,419.3648965211557
425,423.25062461658086
426,422.3603980749973
427,420.0459183834782
428,422.5674118247155
429,423.7183290926706
430,420.24301232464586
431,420.81704770787496
432,421.93575182237157
433,419.2993940630623
434,421.5587642124965
435,424.06646410004385
436,423.4600310777488
437,421.8075867262095
438,420.7145207044462
439,423.19674107826074
440,420.07061902454706
441,419.62860790598234
442,422.62172188677073
443,421.2861945142039
444,421.1836459408671
445,421.7935064533252
446,423.76594171262343
447,420.6634469587535
448,422.0341228158026
449,426.5905327741925
450,425.7019405356692
451,416.3972813637608
452,423.15899574609256
453,421.07092149394447
454,423.20912455924645
455,420.36059383733294
456,421.04284971500533
457,420.46505537915175
458,421.3661991004335
459,419.5657333869855
460,422.46374970666363
461,423.2302801653583
462,423.34172825782116
463,419.7286226245669
464,418.830716055109
465,421.5360643379995
466,422.4802703951693
467,417.22185447906344
