episode,return
1,-188.38133250371146
2,-76.20164427329505
3,-9.084127965726672
4,-178.42852912159339
5,-167.37209694991256
6,-178.74653104151918
7,-185.1743792940957
8,-176.40448627737862
9,-180.42880414519738
10,-120.18340914186606
11,-175.86843734072903
12,-70.81105292286492
13,-60.39296752125665
14,-49.591353242028376
15,-8.804346903021127
16,-170.11915088277357
17,-84.03162695430022
18,-110.84879316994429
19,-8.539849167504684
20,-117.436282599569
21,-175.83824570979414
22,-183.23649302474652
23,-21.678899036356185
24,-128.59126573786344
25,-113.36999869548008
26,-172.3261878161818
27,-122.11824406381089
28,-163.70749230896786
29,-112.69925922159021
30,-174.45306909524027
31,-128.63777507497898
32,-137.32786802214613
33,-173.4598099637392
34,-6.725691864051413
35,-181.5652765636609
36,-7.285589163874597
37,-178.16697095820507
38,-96.36281843688431
39,-173.70525087657964
40,-26.95576322407184
41,-181.9883343654868
42,0.9634642377764919
43,-74.83020053790851
44,-179.46860751617453
45,-171.04851519601053
46,-77.30974255398569
47,-178.47588030062497
48,-175.76834172305462
49,-177.72604145740735
50,-106.02081909364256
51,-179.97144295507735
52,-41.03098255927311
53,-23.629055794105785
54,-174.2312040009349
55,-5.795488833608047
56,-169.88610502719735
57,-32.012821133790865
58,-118.78629842548324
59,-116.07653820137465
60,-172.99003329790543
61,-84.96260251791509
62,-19.048534590635136
63,-17.635414090213708
64,-63.973991276950784
65,-75.14862936590913
66,-81.75066190869632
67,-9.893377387576294
68,-20.256537590901655
69,-178.1988050580847
70,-18.789200059737002
71,37.205727101002665
72,-63.9134663516966
73,-67.26564903418208
74,-105.50640516690558
75,-3.448301704164841
76,-22.182140720470564
77,-13.342644272254752
78,-74.14096611442406
79,-23.243778128080802
80,-74.53202624752049
81,-20.27765172842431
82,-65.17267814025077
83,-76.92666687498348
84,-67.51106440818428
85,-67.23151984107227
86,-70.72101541261571
87,-67.94186491832329
88,-11.05400494791779
89,-16.339595473481282
90,-7.23627556150214
91,-72.87804759767292
92,-65.96066702542676
93,-67.86967953378789
94,-65.45915772487423
95,-17.785436437829176
96,-16.73583672493161
97,-61.97066372845147
98,-12.392502265022628
99,-11.828640541830595
100,-62.30735221708846
101,-66.72383570316688
